438	Route Less Traveled	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2599	Trad	80	5.7	2.5	Climb the start of Vector Trouble to the ledge then continue straight up through the short blocky section to a perfect hand crack in a left facing dihedral. Climb the crack to the roof and lower from fixed gear.	6	6		0
439	Boom! Boom! Out Go the Lights	https://www.redriverclimbing.com/RRCGuide/?type=route&id=113	Sport	70	5.10b	3.09	This face climb is located 50 feet left of Vector Trouble.	7	17		0
440	NEPA This	https://www.redriverclimbing.com/RRCGuide/?type=route&id=114	Trad	90	5.8-	2.2	This route is located just right of the dihedral which marks the beginning of Stand and Deliver. Begin by climbing a crack system to a ledge.	8	8		0
441	Stand and Deliver	https://www.redriverclimbing.com/RRCGuide/?type=route&id=115	Sport	70	5.11c	3.58	This bolted route begins in the dihedral left of NEPA This. Climb the dihedral then move left onto the face.	9	25	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/standdeliver.jpg	0
442	Two Step	https://www.redriverclimbing.com/RRCGuide/?type=route&id=116	Trad	100	5.7	2.73	This route is located a few feet left of Stand and Deliver and begins in a wide handcrack just before a rockhouse. Climb the crack to a chimney. Climb around the overhang on the left to a ledge. Continue up the overhanging crack to a ledge beneath a chimney which takes you to the summit. FFA: Tom Seibert, Martin Hackworth, 1988	10	6	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4e5e3ed942342	0
443	Whip It Out	https://www.redriverclimbing.com/RRCGuide/?type=route&id=117	Sport	40	5.11d	2.67	This short bolted route is located 30 feet around the corner from Two Step.	11	26	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/whipitout.jpg	0
444	Xanthic Dance	https://www.redriverclimbing.com/RRCGuide/?type=route&id=118	Trad	90	5.9-	2.5	Veer to the right at the top of the approach trail and look for a shallow dihedral with a small ledge about 15 feet up. Climb this crack to the ledge and continue to the top.	12	11		0
445	Five Easy Pieces	https://www.redriverclimbing.com/RRCGuide/?type=route&id=119	Trad	130	5.9-	2.4	This route begins on top of a large boulder past a small dihedral to the right of Xanthic Dance. Climb either crack to a ledge then follow a ramp to a corner to belay. Continue up the corner to summit. FFA: Martin Hackworth, George Robinson, 1983.The original line traversed right near the top to a thin aid crack (5.5 A1).	13	11		0
446	Autumn	https://www.redriverclimbing.com/RRCGuide/?type=route&id=120	Trad	80	5.9-	4.81	This route is located about 200 feet right of Five Easy Pieces near a huge boulder. The crack ascends the flake on the left face of the wall in front of the boulder. One of the best hand cracks in the Red.	14	11	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/54bd3733230c9,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4b0ad5fd51336,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4988a53b5b869,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4988a37059111,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4534d83968e4f,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/Autumn.jpg	0
447	Hot September	https://www.redriverclimbing.com/RRCGuide/?type=route&id=121	Trad	100	5.9	3.38	This angling flake begins at the base of Rock Wars and ends near the top of Autumn. Flake is hollow and thin in some places.''R" rated	15	12	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/544666acd39bf	0
448	Souders Crack	https://www.redriverclimbing.com/RRCGuide/?type=route&id=122	Trad	80	5.11d	3.64	This route ascends the thin flake immediately left of Rock Wars.	16	26		0
449	Rock Wars	https://www.redriverclimbing.com/RRCGuide/?type=route&id=123	Trad	80	5.10a	4.86	This route ascends the flake on the right side of the face in front of the huge boulder. 5.9+ to the first set of anchors.5.10a to the second set. Second pitch FA: Tom Souders, 1986	17	16	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/55adc61ad82b7,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/553eef4abaa5e,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/553eedde34635,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5334ea2d90672,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/50892158df224,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/508920a61e04b,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4d1211abd206c,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4b0ad62fd1438,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/43b9522d7a7d7,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/43a0fe4744c77,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/rockwars.jpg	0
450	Now I'm Nothing	https://www.redriverclimbing.com/RRCGuide/?type=route&id=124	Bouldering	20	V4	4.29	This highball boulder problem ascends the face of the large boulder directly behind Rock Wars.	18	1054	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/43b9534b58504,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/439dc777780c7	0
451	The Gift	https://www.redriverclimbing.com/RRCGuide/?type=route&id=125	Sport	70	5.12a	4.84	This route ascends the orange face 40 feet right of Rock Wars.	19	30	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/552c91411e4ff,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/552c90ffc3592,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/49fa5dd788d6f,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/thegift.jpg	0
452	Mailbox	https://www.redriverclimbing.com/RRCGuide/?type=route&id=126	Trad	70	5.8	2.7	This route ascends the left-facing dihedral 50 feet right of The Gift. Begin by face climbing the slab then move into the crack. Rappel from anchors on The Gift.	20	9	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/469988e8b444f,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/mailbox.jpg,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/439a3bfad4d32	0
453	Next Day Air	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2434	Trad	85	5.11b	4.25	This perfect corner is located on the ledge above Mailbox. Plug small gear to protect the corner then take on an exciting crux through the roof. A #5 Camalot can come in handy for the roof but not necessary to safely protect. To protect your follower from a potential big swing on the upper traverse place a .5 Camalot.	20	24	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4f8cad35645ed	0
454	Sacred Geometry	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2435	Trad	85	5.13c	5	To the right of Next Day Air beginning on the same ledge is this discontinuous crack system and face climb requiring tricky gear placements and the ability to crank hard. Shortly the toughest trad route in the Red until Andrew quickly topped it with Silently Does the Sun Shine, 5.14, at Eastern Sky Bridge Ridge.	20	39	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/50359bb171e1c,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/50359b9c42ee1	0
455	Yuk	https://www.redriverclimbing.com/RRCGuide/?type=route&id=127	Trad	70	5.9	4.2	This splitter offwidth is located just right of Mailbox. FA done with a toprope.Rappel from anchors above The Gift.	20	12	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/552c91b8bf951,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/yuk.jpg	0
456	The Giving Tree	https://www.redriverclimbing.com/RRCGuide/?type=route&id=3385	Toprope	0	5.13+	0	Top rope. ...if only bolts were allowed...Face 10 feet right of Yuk. Jump start, long reaches, excellent rock quality.	21	41		0
457	Rubus Fruticosus	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2645	Trad	130	5.8+	3	As you walk past Yuk, before you arrive at Trinket Man, the cliff cuts up, over, and down. There are two dihedrals in this section of cliff, and Rubus Fruticosus is the one on the right uphill from Trinket Man. The first pitch climbs up a fun chimney system to your choice of two ledges to belay from. The second pitch continues up the steep, intimidating dihedral, but traverses right to a topout and is easier than it appears. This could be done as one long pitch if you take great care with rope drag. Enjoy some blackberries along the way. Morning shade.	21	10		0
458	Hidden Treasure	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2646	Trad	130	5.11a	4.33	The top pitch of this beautiful climb is visible if you look up at just the right time as you walk around the corner from Yuk. Climb the first pitch of Rubus Fruticosus to the higher of the two ledge belays. The second pitch traverses right along a good horizontal to pick up the gently overhanging splitter crack. When the crack ends, move left to a jug and a crack that takes a small cam or bomber stopper, then top it out. Enjoy the good rock, moves, protection, and exposure. Morning shade.	21	23	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/51cf6b3cc4cf2,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/51cf6aa94132e	0
459	Trinket Man	https://www.redriverclimbing.com/RRCGuide/?type=route&id=128	Sport	140	5.11d	3.67	This route ascends the face left of the outside corner around the buttress and uphill from Yuk. 5.10a to the first ledge (4 bolts)	22	26	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/590721f4de324	0
460	Denial	https://www.redriverclimbing.com/RRCGuide/?type=route&id=129	Sport	60	5.12a	3	Climb the first part of Trinket Man to the large ledge to access this route. This is the first bolted line 12 feet right of the arete.	23	30		0
461	Fire and Finesse	https://www.redriverclimbing.com/RRCGuide/?type=route&id=130	Sport	60	5.11d	3.25	Climb the first part of Trinket Man to the large ledge to access this route. This route is directly right of Denial.	24	26		0
462	Slip It In	https://www.redriverclimbing.com/RRCGuide/?type=route&id=131	Sport	60	5.12a	0	Climb the first part of Trinket Man to the large ledge to access this route. This route is directly right of Fire and Finesse.	25	30		0
463	Kazi and Mito	https://www.redriverclimbing.com/RRCGuide/?type=route&id=132	Sport	60	5.11a	3.75	Climb the first part of Trinket Man to the large ledge to access this route. This route is directly right of Slip It In.	26	23		0
464	The 2 Tims	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2450	Trad	45	5.9	3	Below Kazi and Mito and left of Game Boy is a flared finger and hand crack which provides for an alternate way to reach the ledge routes.	26	12	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/51357b6384f6a	0
465	Game Boy	https://www.redriverclimbing.com/RRCGuide/?type=route&id=133	Sport	140	5.11c	4.08	This route begins on the ground 50 feet right of the previous ''ledge routes" and ascends the entire face. One of the longest bolted routes in the Red.	27	25	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/544d218481b88,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4838be9941d36	0
466	Are the Pies Fresh?	https://www.redriverclimbing.com/RRCGuide/?type=route&id=134	Sport	110	5.12a	4.1	This bolted line ascends the face 15 feet right of Game Boy. 5.11a to the first set of anchors.	28	30	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/piesfresh.jpg,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/439a3c67b7876	0
467	Are the Pies Fresh? (To the first set of anchors)	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2127	Sport	70	5.11c	3.8		28	25		0
468	Back Door to Paris	https://www.redriverclimbing.com/RRCGuide/?type=route&id=135	Sport	70	5.10c	3.65	This bolted line begins directly right of Are the Pies Fresh? and left of a large detached block.	29	18	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/439a3c8e47386	0
469	B3	https://www.redriverclimbing.com/RRCGuide/?type=route&id=136	Trad	120	5.11b	4.96	This is the obvious splitter handrack that begins on top of the large detached block right of Back Door to Paris. Begin by climbing the first section of Perforator, then traverse left. Direct Start: Lead straight up the face to the base of the crack using small pockets for protection. 5.10c R Tom Souders, 1987	30	24	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/50892987a473f,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/50892920f101f,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/508921d02bac2,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/508921a47ec64,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/B3.jpg	0
470	Perforator	https://www.redriverclimbing.com/RRCGuide/?type=route&id=137	Trad	120	5.10a	3.75	This route ascends the dihedral beginning on top of the large detached block to the right of the previous sport routes.	31	16	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/perforator.jpg	0
471	Zen Master Dude	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1277	Mixed	40	5.10a	3	NOTE: The following 4 routes all begin on the same ledge after the scramble up through the gully described below.From the previous route walk along the wall for about 100 feet, past an overhang, and locate a dirty steep gully that leads to a nice exposed ledge about 50 feet up. Carefully scramble up the gully to reach this ledge. From the ledge climb a short face (5.5 R) behind a big tree to a smaller ledge. Climb another short face to a larger ledge with a bolted belay. This ledge marks the start of the next four routes.Zen Master Dude climbs straight up from the bolted belay past a single bolt to the right, and ends at belay bolts.	33	16	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/568bc11257dd7	0
472	Accidentally Kelly Street	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1278	Mixed	45	5.9+	4	Follow the directions for Zen Master Dude to reach the ledge where this route begins.From Zen Master Dude, traverse right along the ledge as if you're going to start Big Country. This route ascends the face about halfway through the traverse and is located just left of the blunt prow.	34	13	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/43b95108006b8,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/43b8a0a99f1c7	0
473	Nautical Twilight	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1279	Trad	40	5.8	3	Follow the directions for Zen Master Dude to reach the ledge on which this route begins.Traverse right from Accidentally Kelly Street a few feet and just right of the blunt prow. Climb the face. The low crux is well protected.	35	9		0
474	Big Country	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1081	Mixed	45	5.5	3.69	Follow directions for Zen Master Dude to reach the ledge on which this route begins.From Nautical Twilight, traverse right along the ledge while looking for the single bolt which marks Big Country.When you locate the route, climb up above some trampled vegetation to clip the bolt then move left to a blunt arete. From there, head straight for the summit. To descend, rappel from the top of the route back to the ledge. Traverse back along the big ledge left to the chain anchors beneath Zen Master Dude. From there rappel to the ground with a 60m rope. You can also walk off the wall to the left and come out near Whip It Out.	36	4	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/568bc17fc10db,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4b18653379b7f,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/43b95171efad8,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/439a37f0e95a0,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/439a1eaae1077	0
475	Rock Caddie	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1280	Sport	50	5.10a	2	From the previous routes, hike 100 yards to the right and past a large rockhouse. This route is in the vicinity and ascends a short slab near an arete.	37	16	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/568ab3c9cb6d8	0
476	The Snatch	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1281	Sport	45	5.11d	2.5	Walk about 100 feet right from Rock Caddie to locate this often wet route that begins on a small ledge. Climb the overhanging face which eases toward the top.	38	26		0
477	Feltch me	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1282	Trad	30	5.9	1.67	This climb ascends the left-facing dihedral about 40 feet right of The Snatch.	39	12		0
478	Gladuator	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1283	Sport	30	5.12b	3.77	This powerful sport route begins about 15 feet right of Feltch Me. Short but sweet.	40	31	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4e93919f591d0,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4e9390d84cbbb	0
479	The Gentrification of Long Wall	https://www.redriverclimbing.com/RRCGuide/?type=route&id=3537	Trad	80	5.8+	2	Climb the rhodo-thicket ramp 100 feet right of Gladuator; figure out a way over the bulge following a hand crack, put a 4 foot sling on a tree; then easily traverse left 15 feet to another crack that leads to a huge ledge. This adventure route gifts one with an amazing view of Long Wall and the walls across the river! Make a temporary anchor to bring up a second; find the rap station on another tree.	40	10	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/59e63ba6cfe34	0
480	Texas Tea	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1284	Trad	60	5.8+	3.83	If you are just going to do this, or the next couple of routes, it is best to locate a direct approach from the road. Otherwise, hike about 250 yards right from the previous route to a large buttress. This route ascends a nice looking black dihedral on the buttress.	41	10	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/59e63e4b164d3	0
481	Vitruvian Moon	https://www.redriverclimbing.com/RRCGuide/?type=route&id=3538	Trad	85	5.10d	4	From Texas Tea follow the cliff to the right, ducking under a low roof. About half way to Block and Tackle look up at a thin crack in a wide dihedral on a ledge, which is under an S-shaped crack opening into an offwidth. This line was ignored until 2017 probably due to the apparent lack of protection for 25 feet, but has a small pocket (BD 0.2) and a horizontal (BD 0.75) for openers, with good protection the rest of the way. Reserve a BD 3 or BD 6 for the OW bottom, and a BD 5 for the OW. The OW ends at a beautiful, circular hueco (diameter of about 2.5 meters) in which one can comfortably Vitruvian Man stand. With finger-sized pieces, protect the hueco and top out at a stout evergreen.	41	19	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/59e63fa41ba4c,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/59e637c12f0cb,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/59e63214dbce3	0
482	Block and Tackle	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1285	Trad	80	5.10d	0	Walk right from Texas Tea to locate this right-facing dihedral in suspect rock. Climb the dihedral to a ledge.	42	19	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/59e63ae77c6b1	0
483	Sugar Daddy	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1286	Trad	90	5.9-	0	Walk 300 feet right from Block and Tackle to another butress. This route ascends a dihedral on this butress. Climb the dihedral to a ledge then take a handcrack to the ending ledge.	43	11		0
484	Sunset	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2567	Trad	90	5.8+	4	At Long Wall, walk far to the right. Go past Big Country. Go past The Snatch and Gladuator. Continue past Texas Tea and Block and Tackle. Go past Sugar Daddy, wherever it is. Continue along the wall through some rhodos. A ledge about ten feet high will appear to your left. Continue along this ledge through some more rhodos. Pass a few gulleys that head up to the ledge. When you can see a flake feature above the ledge and a gulley that will allow you to access the ledge, scramble up and then to the left. This route starts as a tight hands splitter and then quickly becomes a flake. Climb up the flake, reaching around it frequently for a ridiculous number of perfect, hidden handholds. Brave the insecure mantle to gain a large ledge and belay trees, as well as a perfect view of Auxier Ridge, Courthouse Rock, and the rest of Long Wall. If you timed it right, enjoy the sunset over Auxier Ridge. The FAs were probably some cool old people long ago, but possibly Dan Beck and Nate Butcher in 2012.	44	10		0
373	Tough Enough	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1258	Trad	50	5.10b	4	Walk left from The Poacher for about 15 minutes. Eventually you will spot this nice looking handcrack. Ascend the handcrack with ''reach way back" type jamming then grunt up to the interesting finish. An alternate approach from the creek is recommended.	1	17		0
374	Dive Right In	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2047	Trad	45	5.9+	0	From Poacher walk left about 10 minutes and you will see this right facing dihedral. If you hit the buttress you have went too far.	2	13	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/457dd1e2dc733	0
375	The Poacher	https://www.redriverclimbing.com/RRCGuide/?type=route&id=311	Sport	70	5.11c	0	This bolted route ascends the vertical face left of Quality Crack.	3	25		0
376	Quality Crack	https://www.redriverclimbing.com/RRCGuide/?type=route&id=312	Trad	70	5.10b	3.33	This route ascends the obvious wide crack mentioned in the approach. Stem past the funky opening, then past a tree, into a very fun, mostly hands, splitter. Finish with steep techy jamming to a bit of chossy soft rock. Topout, and find a way down	4	17	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/quality-new.jpg	0
377	The Ridgling	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2227	Trad	60	5.7	0	Walk right from Quality Crack for about five minutes to find thisgrungy right-facing dihedral located directly behind a tall skinnytree with a bloated trunk. A fun and easy climb with great jammingdespite outward appearances. Rappel from a tree to descend.	5	6		0
378	Sampsel's Dihedral	https://www.redriverclimbing.com/RRCGuide/?type=route&id=771	Trad	0	5.8+	0	John says someone said this two pitch, dihedral route exists. John is not convinced.	6	10		0
379	Coolabrado Tree Hugger	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2786	Trad	70	5.9	0	About 50 feet left of Wide Pride. Climb the dirty offwidth section angling left to a detached flack then straight up the face. Hug the dead tree to top out.	7	12		0
380	Wide Pride	https://www.redriverclimbing.com/RRCGuide/?type=route&id=873	Trad	55	5.10c	4.89	Park in the same area as for Purple Valley. The road is blocked by metal pylons but continues on as a 4-wheel drive road. Hike past the pylons and over a mound of dirt. Continue in the same direction as the road making use of a trail on your right to avoid crossing the stream. Cross the stream when you have to and pick up the trail again. Don't head left up Amos Creek as you do for the approach to Quality Crack. Instead, cross the stream again and continue on the road/trail. Cross the stream 2 more times. About 500 feet after you cross the stream a fourth time, head off the trail to the left and cross the stream again. Wander up the hill near a drainage and past some boulders up a little higher. Eventually you'll see the cliff. You'll probably end up meeting the cliff about 600 feet left of Wide Pride. Hike to the right until you see the obvious wide splitter crack hidden behind a tree.	8	18	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/51bb1977630fd,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/widepride.jpg	0
381	Key Pebble	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1266	Trad	75	5.9	3	Hike right from Wide Pride along the cliffline for about 300 yards. This is the perfect (but mossy) handcrack that cuts to the left into an offwidthy thing up top. Would be beautiful if someone took the time to clean all the moss out of the crack. It makes good cushioning for your handjams, though.	9	12	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/51bb17d88a4d5	0
382	Corner Cutter	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2798	Trad	75	5.10+	0		10	20		0
383	Two-Nut Letdown	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2787	Trad	65	5.8	0	Up in the right side of the back of the holler 5 minutes right of Key Pebble, this is the flake and handcrack system with some orange rock, left of the 1-inch splitter in the left-facing corner.	11	9		0
384	#1 Crack	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2788	Trad	60	5.11a	0	The awesome 1-inch splitter in the left-facing corner on the right in the back of the holler. Often wet.	12	23		0
385	Boiler Room	https://www.redriverclimbing.com/RRCGuide/?type=route&id=874	Trad	85	5.10d	5	Walk right from Wide Pride, staying near the cliffline, until you come to a rocky drainage. Walk over the drainage and follow the cliffline for about 100 feet then head down the steep hill to your right and cross the large drainage. Head back up the hill towards the cliff and you'll see this obvious, long dihedral. The dihedral starts about six feet off the ground and has a cave of sorts at its beginning.	13	19	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/boiler.jpg	0
386	Kaiju	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2789	Trad	100	5.11a	5	The epic steep corner just right of a massive overhanging wall. One of the longest, most sustained and vomit-inducing offwidths in the Red. Enjoy the insane finish moves up top. 60m rope mandatory for rappel, pro to multiple #5 & 6 Camalots.	14	23	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/52868d7c3be01	0
387	Buffin the Taint	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2790	Trad	85	5.9+	4	Quality squeezing and stemming, start off a small pedestal right of a tree. Pro to #5 Camalot, #6 optional.	15	13	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/52868d574bb9c	0
388	Full Service	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2791	Trad	80	5.10c	4.5	100 feet right of the Taint offiwdth. Hard damp start on overhanging rock with face holds, then continue up high quality fingers, hands, and stegosaurus-spine jug hauling. Move right up top to a rappel tree-&-nut anchor.	16	18	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/52868ce583d6a	0
389	Stonehinge	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2792	Trad	90	5.10a	4	This is the huge left-leaning corner system with a seepy start, about 2 minutes right of Full Service. Start with tricky face and stemming around the damp crack down low. Move into the crack when possible to perfect handjams. Continue through the chimney to a tree out right.	17	16	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/52868d2846dbd	0
390	Kitty Litter	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2793	Trad	80	5.9+	3	8 minutes right of Stonehinge, down, around, and back on a north-facing wall is this cool right-facing corner with interesting steep moves up high. Move right to a tree rappel on the ledge.	18	13	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/52869b9627d66	0
391	Whodunit	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2794	Trad	80	5.9	0	Straight-in crack right of Kitty, take the hand crack to a ledge and belay off a tree. Top out via an unprotected 5-move boulder problem.	19	12	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5511ba2964819	0
289	Major's Pinnacle	https://www.redriverclimbing.com/RRCGuide/?type=route&id=267	Mixed	100	5.8	3	This route ascends the crack system on the east face of the pinnacle mentioned in the approach. Climb the crack to a ledge, clip a bolt then move left to an arete. Continue up the arete to a ledge and belay. Scramble to the top for the view or rappel from the tree on the ledge. If you scramble to the top, downclimb to the ledge to rappel.	1	9		0
290	Where's the Bolt?	https://www.redriverclimbing.com/RRCGuide/?type=route&id=268	Trad	100	5.8	2	From Major's Pinnacle, walk left past a large offwidth in a left-facing corner. Continue to another offwidth on the south buttress of the pinnacle. Climb the offwidth and handcrack to a ledge then scramble to the top.	2	9		0
291	Spider Wand	https://www.redriverclimbing.com/RRCGuide/?type=route&id=269	Trad	50	5.10d	3	Walk 300 feet left of the small buttress at the end of the approach trail to locate this obvious handcrack splitting the wall.	3	19		0
292	Hilda's Crack	https://www.redriverclimbing.com/RRCGuide/?type=route&id=270	Trad	60	5.11a	2	This route is located 50 feet left of Spider Wand past a vague dihedral. Climb the thin handrack out an alcove and continue up the face to the top.	4	23		0
293	Sensible Shoes	https://www.redriverclimbing.com/RRCGuide/?type=route&id=271	Trad	70	5.10c	0	Walk left from Hilda's Crack around the corner to locate a prominent flake. Start on a ledge a few feet off the ground.	5	18		0
294	Geezers With Tweezers	https://www.redriverclimbing.com/RRCGuide/?type=route&id=272	Trad	120	5.10c	0	Walk 75 feet beyond Sensible Shoes to the next corner. Locate a sandy flake near black chossy rock 20 feet off the ground. Begin in an alcove and climb the flake to a belay. Continue up the dihedral and out a very thin undercling. Climb easier moves to the top.	6	18		0
295	Don't Give Your See-Saw Pal a Bump	https://www.redriverclimbing.com/RRCGuide/?type=route&id=273	Trad	90	5.9	2	Climb the obvious dihedral left of Geezers With Tweezers to the top.	7	12		0
334	Minas Tirith	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1368	Trad	80	5.9-	4.26	This line ascends the large pinnacle with many different variations. The most popular line climbs the face along the crack on the east side of the pinnacle to a ledge. From the ledge, traverse right to a belay tree. Walk around to the west side of the pinnacle and climb up an overhanging face or traverse left to an arete to reach the summit.Variation 1 5.10d TR: Climb the face left of the first pitch.Variation 2 5.10a: Climb the face directly above the first pitch.Variation 3 5.4: Locate a crack a few feet right of a chimney on the south face. Climb this crack as the first pitch of the route.FA: Joe Hayden with aid, 1968.FFA: Bob Compton, mid 1970s.Variation 1: Bill Strachan, Robert Stauder, 1995.Variation 2: Tony Bubb, John Ciocci, 1994.Variation 3: Martin Hackworth, 1981.	1	11	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/492446788428a,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/43b89e446e487	0
